,,,,,,,,,,,,,,,,,,,,,,,
 葵媽漢堡  ,4,早餐餐廳,"星期一06:00–11:00
星期二06:00–11:00
星期三06:00–11:00
星期四06:00–11:00
星期五06:00–11:00
星期六06:00–11:00
星期日06:00–11:00
"," ·  外帶 
",206基隆市七堵區崇信街６號,02 2456 3940,121.7133192,25.0972904,1 則評論," AAT YAB 
4
  熱狗不錯，不會太鹹加胡椒粉剛好。重點是老闆動作很快！ ","https://lh5.googleusercontent.com/p/AF1QipMgM7dwFt0W7ECARJ8jBsCDhAIR-lqfDPbQqNuO=w203-h114-k-no;
https://lh5.googleusercontent.com/p/AF1QipOYeR1t-lUo6DXfmi5-5jLJQ68RD3O7rkADXI2f=w203-h114-k-no;
https://lh5.googleusercontent.com/p/AF1QipPiYFJINebPX8SxyAPY0dOil1B5X-tKtUSUSmFa=w203-h114-k-no;
https://lh5.googleusercontent.com/p/AF1QipMOQmTBb_zmyaWJaZ9qgnrxBieM0epuHo8V-AwD=w203-h114-k-no;
https://lh5.googleusercontent.com/p/AF1QipPomKxKeXMZLe6Mnij0Xv4_IdUdU4jVmZgdxywe=w203-h114-k-no;
","https://lh5.googleusercontent.com/p/AF1QipMaPsW9Cwr-tFoai7bjQBcV7W1c00lXzpy4lRhw=s644-k-no;
https://lh5.googleusercontent.com/p/AF1QipPiYFJINebPX8SxyAPY0dOil1B5X-tKtUSUSmFa=s644-k-no;
https://lh5.googleusercontent.com/p/AF1QipPcrE0woZRlO0agYAiE1jjR9RUYXSMInh5HuSGm=s644-k-no;
https://lh5.googleusercontent.com/p/AF1QipMaPsW9Cwr-tFoai7bjQBcV7W1c00lXzpy4lRhw=w203-h114-k-no;
https://lh5.googleusercontent.com/p/AF1QipPiYFJINebPX8SxyAPY0dOil1B5X-tKtUSUSmFa=w203-h114-k-no;
https://lh5.googleusercontent.com/p/AF1QipPcrE0woZRlO0agYAiE1jjR9RUYXSMInh5HuSGm=w203-h114-k-no;
",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
 七北小吃  ,3.2,熟食店,"星期一11:00–14:0016:30–19:30
星期二11:00–14:0016:30–19:30
星期三11:00–14:0016:30–19:30
星期四11:00–14:0016:30–19:30
星期五11:00–14:0016:30–19:30
星期六11:00–14:0016:30–19:30
星期日11:00–14:0016:30–19:30
"," ·  外帶 
",206基隆市七堵區崇廉街37號台灣 號,02 2456 8959,121.7159732,25.0992937,13 則評論," Andy Chen 
4
   "," 李水德 
4
  好吃我喜歡 老闆娘又親切又大方 "," 洪先生 
3
   "," 吳韋嘉 
4
  味道比較重 但不錯吃 "," 鍾淑媛 
1
   "," Lee Andy 
3
  巷弄間的平價小吃店 "," 葉傑 
2
  服務態度需要改善，無法評論。 "," 貢寮教師-陳信尹 
3
   "," 蘇淨熒 
1
   "," 胡文通 
2
   ","https://lh5.googleusercontent.com/p/AF1QipM0E7vLTWQB8vM7lvSPOM3GgKfwnvEp3KFuPrm9=w203-h152-k-no;
https://lh5.googleusercontent.com/p/AF1QipNn_cUiCBTz1_6rrkKDdDjkAU3Wx3FekCFY-XkY=w203-h114-k-no;
https://lh5.googleusercontent.com/p/AF1QipPZen24WRZY-lijjK8shaZ8Q3n7tQsYg2dr3AG3=w203-h360-k-no;
https://lh5.googleusercontent.com/p/AF1QipP65-TN9nyzx2cee83ObTNZQ6nGTG9QZDYMSqhb=w203-h114-k-no;
https://lh5.googleusercontent.com/p/AF1QipMm0FGydGLjFZ7PSpI9Vx7UTO8Wy_jbfKnGTvhp=w203-h270-k-no;
",,,
,,,,,,,,,,,,,,,,,,,,,,,
 香廚燴飯  ,3.8,餐廳,"星期一11:00–14:0017:00–22:00
星期二11:00–14:0017:00–22:00
星期三11:00–14:0017:00–22:00
星期四11:00–14:0017:00–22:00
星期五11:00–14:0017:00–22:00
星期六11:00–14:0017:00–22:00
星期日11:00–14:0017:00–22:00
"," ·  外帶 
",206基隆市七堵區崇智街2-8號,02 2456 5271,121.7147247,25.0967959,81 則評論," Y an 
1
  買一個牛肉炒飯，變成牛肉燴飯真的也是不知道該說什麼 "," 蔡小紫 
5
  (由 Google 提供翻譯) 速度快

(原始評論)
速度快 "," Naga Kao 
1
   "," Huang Hsin Hsiang 
4
  青椒羊肉燴飯好吃
燴飯感覺像是用奶油製作的
非常特別 "," HAOJEN HSIEH 
4
  口味似乎還沒穩定，
年青老闆還要加油 "," 簡志宏 
3
   "," wu stella 
5
   "," 雲鵬樓 
5
   "," Chi Tseng 
4
   "," Qidu Blue 
4
  口味平實，價格公道 ","https://lh5.googleusercontent.com/p/AF1QipM-ORXLXFapx57eWDnEEJVYV6L25tUtjOFhZINB=w203-h152-k-no;
https://lh5.googleusercontent.com/p/AF1QipM7bmW2vG5Khy6ZEzBqbEr8ktEgpNWDYhEz80tD=w203-h152-k-no;
https://lh5.googleusercontent.com/p/AF1QipN-0rFv9uCXlVHzmf_9RzkfZqt_gBnjHobhbJHb=w203-h152-k-no;
https://lh5.googleusercontent.com/p/AF1QipNK4ozBoPAwnUbGjejTkXHLc3QtyGOlZWwWnP7J=w203-h270-k-no;
//:0
","https://lh5.googleusercontent.com/p/AF1QipP5-IUAmgotTTZ7PBn4bh9OGd2wBO5dt85RI3ne=s483-k-no;
https://lh5.googleusercontent.com/p/AF1QipMuAX0Ttg3mSemConTfCfLC5csswb2fOvIh4qpo=s635-k-no;
https://lh5.googleusercontent.com/p/AF1QipP5-IUAmgotTTZ7PBn4bh9OGd2wBO5dt85RI3ne=w203-h152-k-no;
https://lh5.googleusercontent.com/p/AF1QipMuAX0Ttg3mSemConTfCfLC5csswb2fOvIh4qpo=w203-h270-k-no;
https://lh5.googleusercontent.com/p/AF1QipM6_KZ9i50-dH0588_jZJiXlgGaya0wDn-1jYPx=w203-h152-k-no;
https://lh5.googleusercontent.com/p/AF1QipO1nWLTjrGYq8M8c_7EUK61HYcfbYEqqlgLxAvv=w203-h360-k-no;
","炒飯 7
煮 4
",
,,,,,,,,,,,,,,,,,,,,,,,
 寶島豆漿店  ,4.2,早餐餐廳,"星期一休息
星期二05:00–10:30
星期三05:00–10:30
星期四05:00–10:30
星期五05:00–10:30
星期六休息
星期日休息
"," ·  外帶 
 ·  外送 
",206基隆市七堵區崇智街26號,02 2456 0770,121.7139453,25.0986748,88 則評論," 陳思伶 
5
   "," 楊絜茹 
5
   "," 連力徹 
3
  越來越難吃 "," Eric 
4
   "," EL Yang 
5
  (由 Google 提供翻譯) 美味早餐:thumbs_up::thumbs_up::thumbs_up:

(原始評論)
美味早餐:thumbs_up::thumbs_up::thumbs_up: "," 徐銘鴻 
5
   "," 張三天 
5
   "," Ho Ann 
4
   "," ruan小嵐 
4
  豆漿必喝 "," Phil yan 
5
  在地人的排隊店，也蠻值得的 ","https://lh5.googleusercontent.com/p/AF1QipMI4nRg-tV6snjJCTfEyroSl21WIfc0Rc-DQGBR=w203-h152-k-no;
https://lh5.googleusercontent.com/p/AF1QipN_CgcpaurTPOyS78SXqGi5SyzVwB180rNuQZUa=w203-h152-k-no;
https://lh5.googleusercontent.com/p/AF1QipNApZwhOuT4fwwtR2FkIFnAseT-_GoTaCI4tPku=w203-h270-k-no;
https://lh5.googleusercontent.com/p/AF1QipOzmT2Kba2iPwTV62h02l8GHeR9rtNa1EcT_6Xi=w203-h114-k-no;
//:0
","https://lh5.googleusercontent.com/p/AF1QipP_NCe38gKVqHp8yiYa5nA4_5N_BVCcCGFIr4eA=s550-k-no;
https://lh5.googleusercontent.com/p/AF1QipMIQ0IzrxpdBEmjvTty_Sw3p2eO6GZQTN4WM_pY=s483-k-no;
https://lh5.googleusercontent.com/p/AF1QipP_NCe38gKVqHp8yiYa5nA4_5N_BVCcCGFIr4eA=w203-h133-k-no;
https://lh5.googleusercontent.com/p/AF1QipMIQ0IzrxpdBEmjvTty_Sw3p2eO6GZQTN4WM_pY=w203-h152-k-no;
","飯糰 11
燒餅 9
油條 8
蛋餅 6
甜 6
小吃 4
傳統 3
口感 3
",
,,,,,,,,,,,,,,,,,,,,,,,
 七堵炸蛋餅(七堵明德店)  ,4.5,早餐餐廳,"星期一06:00–09:00
星期二06:00–09:00
星期三06:00–09:00
星期四06:00–09:00
星期五06:00–09:00
星期六06:00–09:00
星期日06:00–09:00
"," ·  外帶 
 ·  外送 
",206基隆市七堵區明德一路105號,0921 988 481,121.7153248,25.0981265,121 則評論," li li 
4
   "," Pi Hsien Chen (Halu) 
4
  不錯吃。 "," Kelven Wang 
4
   "," 康康 
5
   "," 沈家瑋 
5
   "," 林予涵 
5
   "," 基益李 
4
  酥脆麵皮，現炸美味。 "," Tseng貓爸 
5
   "," Gladys Yang 
5
   "," ChiPin Ni 
4
   ","https://lh5.googleusercontent.com/p/AF1QipM1VspCeJqv5BuJGypya_Gdq1DEIInrCxW-H3HV=w203-h152-k-no;
https://lh5.googleusercontent.com/p/AF1QipNcyCl_KUX_O3753latsLzXK3su_FBN7bPJqaIS=w203-h131-k-no;
https://lh5.googleusercontent.com/p/AF1QipNSixLEWvinAJq3FuLVERRRapl4EC-I5USUDgN6=w203-h270-k-no;
https://lh5.googleusercontent.com/p/AF1QipMKEsVLFRegLywqcZYPM_g7tEUQmZphSg3oUiB5=w203-h114-k-no;
https://lh5.googleusercontent.com/p/AF1QipOmnHHxZeaTVZr6SyQvgIjgJNbUYIKdWqLxTI3M=w203-h270-k-no;
","https://lh5.googleusercontent.com/p/AF1QipPrw1Idy94G-dQ-UAEwt_FSrOK-aosq7GXk1P1Z=s483-k-no;
https://lh5.googleusercontent.com/p/AF1QipOho8nbJhNcJRs6afwH-gdyHijCZYVxrOprwAip=s846-k-no;
https://lh5.googleusercontent.com/p/AF1QipPrw1Idy94G-dQ-UAEwt_FSrOK-aosq7GXk1P1Z=w203-h152-k-no;
https://lh5.googleusercontent.com/p/AF1QipOho8nbJhNcJRs6afwH-gdyHijCZYVxrOprwAip=w203-h360-k-no;
","油 6
甜辣醬 5
味 5
辣椒醬 4
蛋黃 3
口感 3
",
,,,,,,,,,,,,,,,,,,,,,,,
 羅記蔥油餅  ,4.2,早餐餐廳,"星期一05:00–12:00
星期二05:00–12:00
星期三休息
星期四05:00–12:00
星期五05:00–12:00
星期六05:00–12:00
星期日05:00–12:00
"," ·  外帶 
 ·  外送 
",206基隆市七堵區明德一路167號,121.7130017,25.0973332,77 則評論," JIN TOWN 
4
  老闆說快不做了 趕快來吃啊 "," 鄭宗源 
4
  好吃，外皮酥脆，便宜，讚 "," 李宏道 
4
  基隆傳統早餐！ "," 陳偉仔 
5
  很早開的一家基隆味早餐店 "," 黃清清 
4
   "," 范定雄 
4
   "," 賴弘文 
2
   "," 沈志威 
5
   "," 何淑敏 
5
  (由 Google 提供翻譯) 好吃又便宜

(原始評論)
好吃又便宜 "," 哲夫吳 
5
  蔥油餅好吃便宜 搭配餛飩湯剛剛好 ","https://lh5.googleusercontent.com/p/AF1QipOBgOTNZeKjAsi3ePHfiHSnoUjbfK2-6X-5mwAm=w203-h152-k-no;
https://lh5.googleusercontent.com/p/AF1QipMCXtZmraqKeAQaiGCaQBbFtaO3P-ywsn_UcCar=w203-h152-k-no;
https://lh5.googleusercontent.com/p/AF1QipM9Ma_v3bvs5lKQinsbmb252SRq8yWj-oCjZ46R=w203-h359-k-no;
https://lh5.googleusercontent.com/p/AF1QipPyZTFeSXmux3M8WHLKI9CUyJgpOJ80y_ukcOY=w203-h152-k-no;
//:0
","https://lh5.googleusercontent.com/p/AF1QipNrbtuxJdHPh8lvL1pCxmOw7rX76waCzOpZ3_vz=s644-k-no;
https://lh5.googleusercontent.com/p/AF1QipMfHOrr09aSmI57mObdu6rNopVrevlMgF_eXvJt=s644-k-no;
https://lh5.googleusercontent.com/p/AF1QipNrbtuxJdHPh8lvL1pCxmOw7rX76waCzOpZ3_vz=w203-h114-k-no;
https://lh5.googleusercontent.com/p/AF1QipMfHOrr09aSmI57mObdu6rNopVrevlMgF_eXvJt=w203-h114-k-no;
","餛飩 14
湯 11
烤 4
餡 4
味 4
",,
,,,,,,,,,,,,,,,,,,,,,,,
 披薩客  ,3.9,"星期一10:00–21:00
星期二10:00–21:00
星期三10:00–21:00
星期四10:00–21:00
星期五10:00–21:00
星期六10:00–21:00
星期日10:00–21:00
",尚未提供,206基隆市七堵區明德一路352號,02 2456 8989,121.7105222,25.0928034,108 則評論," Yufang Wang 
2
  披薩（起士看起來多，但是沒有起士味）和炸雞（沒有多汁感）口味都一般，應該不會回購了。 "," Barry Jiang 
4
   "," 高價收購中古汽車環保認證報廢汽車 
5
   "," Sean Jou 
5
   "," 謝佳錦 
1
   "," 黃金山 
5
   "," over568 
3
   "," 詹ㄚ傑 
5
   "," 儿小宇 
5
   "," 汪金倉 
4
   ","https://lh5.googleusercontent.com/p/AF1QipP2JL23-HC9YyHByLw0fA7C0ld2SgASzBI828aJ=w203-h152-k-no;
https://lh5.googleusercontent.com/p/AF1QipM5JdztU-nfLtn4Q7qQzk4BfqZkf_Eeudhb7BLm=w203-h114-k-no;
https://lh5.googleusercontent.com/p/AF1QipM6RO4UKSj5vYR7nPniJs5moiFYMexI3E7KcfkQ=w203-h114-k-no;
https://lh5.googleusercontent.com/p/AF1QipNHpPaj8LdhUp6c9K5pEV_EzytCAlzzsCiaFrdc=w203-h270-k-no;
https://lh5.googleusercontent.com/p/AF1QipPFnFSqqID-ZTujBZLQsCYa8sNhiK2QnArSnG9d=w203-h114-k-no;
","https://lh5.googleusercontent.com/p/AF1QipO4McH-Pl5oZ5CcMuz8YEQtDmmtqyfM9ljrr--n=s520-k-no;
https://lh5.googleusercontent.com/p/AF1QipMsnA6uXN7eGtY02hOPIJWZ2Mu1g_fee3vBlqBn=s846-k-no;
https://lh5.googleusercontent.com/p/AF1QipO4McH-Pl5oZ5CcMuz8YEQtDmmtqyfM9ljrr--n=w203-h141-k-no;
https://lh5.googleusercontent.com/p/AF1QipMsnA6uXN7eGtY02hOPIJWZ2Mu1g_fee3vBlqBn=w203-h360-k-no;
https://lh5.googleusercontent.com/p/AF1QipNIK4heyEdWBQS6u9AM6arcYD2xaoGbrI2c10Ys=w203-h360-k-no;
","外帶 3
cp值 8
態度 7
炸雞 5
餐 5
優惠 4
口味 4
雞腿 3
海鮮 3
",,
,,,,,,,,,,,,,,,,,,,,,,,
 金滿客  ,3.9,熟食店,"星期一15:30–23:00
星期二15:30–23:00
星期三15:30–23:00
星期四15:30–23:00
星期五15:30–23:00
星期六15:30–23:00
星期日休息
"," ·  外帶 
 ·  外送 
",206基隆市七堵區南興路13號,0933 221 391,121.7148772,25.0974539,10 則評論," Go PaPa 
4
   "," 莊德鴻 
5
  他的魯肉飯真的是一絕算是肉醬型的傳統型的魯肉飯魷魚羹讓人驚嘆的是肉羹與魷魚羹的質量，遠比新莊的多了1/3且湯頭鮮甜，小菜與甜不辣也有一定水準要品嚐最好帶個隊友一起幫忙可多點幾樣多嘗一點菜單。 "," cai-siou yao 
3
  :round_pushpin:甜不辣湯
想吃甜不辣很久了，
但七堵一直沒看到乾的那個甜不辣， … "," Sean chu 
3
  3.5顆星，羹湯中規中矩，不雷。羹很大顆份量還算足夠，湯可續碗價錢也算合理，老闆娘也蠻親切的。醬料區選擇多，依各人喜好添加。 "," steven chen 
5
  清湯魷魚非常好吃，湯頭美，魷魚大塊！ "," Wu Ker Shing 
3
  整體普普，關東煮沒什麼味道，優點是開很晚到11點 "," 李文偉 
5
   "," Fox Huang 
2
  吃了這麼多年，每年一直偷…終於要來吐苦水
漲價你就少。107年度前後，菜價一直掉，桶裝瓦斯也降價，你還更偷！
魯肉飯都快變肉汁飯了……超扯 … "," 楊棟德 
5
  經濟實惠，最重是好吃 "," 林丫頭 
4
   ","https://lh5.googleusercontent.com/p/AF1QipPKW8Rj8VnM6IVQ3UDXwBemhi67OvpTCV2u48Lz=w203-h152-k-no;
https://lh5.googleusercontent.com/p/AF1QipNtJIBS3TEi_I_JGszRqPS0PUv9fXTiM26BGlXI=w203-h152-k-no;
https://lh5.googleusercontent.com/p/AF1QipMf2xQduSjQ7WGZBJf52bDXNuk3xE_t17Hi9rzg=w203-h270-k-no;
https://lh5.googleusercontent.com/p/AF1QipMZ1HYHDkbIuI4nsYRCGUQ4wRsf7PsjQ0p6dvv4=w203-h152-k-no;
https://lh5.googleusercontent.com/p/AF1QipNvUfqvpxD2OLMriUu7LpoaJbnQl5pw3OK0HPFC=w203-h152-k-no;
","https://lh5.googleusercontent.com/p/AF1QipOC4UoBwSgLErbj0cAEVDwk3z1wVbNen5XcE3LR=s846-k-no;
https://lh5.googleusercontent.com/p/AF1QipPEtzwfoczvKoLgXqqGSNViJk-Zo9pfudkNYwMW=s846-k-no;
https://lh5.googleusercontent.com/p/AF1QipOC4UoBwSgLErbj0cAEVDwk3z1wVbNen5XcE3LR=w203-h360-k-no;
https://lh5.googleusercontent.com/p/AF1QipPEtzwfoczvKoLgXqqGSNViJk-Zo9pfudkNYwMW=w203-h285-k-no;
","魷魚 3
羹 3
碗 3
魯肉飯 3
湯 3
",
,,,,,,,,,,,,,,,,,,,,,,,
 龍昇食堂  ,4.4,熟食店,"星期一10:45–20:15
星期二10:45–20:15
星期三10:45–20:15
星期四10:45–20:15
星期五10:45–20:15
星期六10:45–20:15
星期日休息
"," ·  外帶 
",206基隆市七堵區南興路6號,0982 866 884,121.7151361,25.0975913,40 則評論," 羽妃 
5
  便當份量充足且口味剛好，麵類跟小菜也好吃。 "," TERRY CHIEN TW KEELUNG 
5
  嗯嗯很可以
有時下班就黑白吃
但黑白吃要有目的地 … "," Jfth Gue 
5
  店裡整潔乾淨，菜單較以前簡潔，明瞭 !
滷肉飯有足夠的份量。紅燒鰻魚羹的鰻魚，分量算是很有誠意，吃起來不柴，有Q彈感，超過一般市面的品質。
蛤蜊湯相當濃郁，可以嘗到新鮮的滋味，碗是中等容量，同伴認為鹹度超出預料，但我認為剛好 !  菜飯也很可口。可以讓人放心的餐點! :thumbs_up: "," Annie 
5
  經過七堵常去吃的店，推薦蔬果麵疙瘩，湯頭很好，吃起來不油膩，沒胃口的時候常點來吃:thumbs_up: "," Ninny 
5
  魚塊感覺有調味過，味道蠻重的，不過好吃。 "," Lana Cco 
5
  湯、羹、麵、麵疙瘩的湯頭甘美，裡面有大量各種顏色的蔬菜，美味份量也很多。青菜、肉類，各種食材的品質都很好。所有餐具都是陶瓷的，店內整潔寬敞舒適。很棒的小食館！ "," Lin Klark 
5
   "," Ed Wu 
4
  龍昇食堂雖落於七堵市場的狹小巷弄後方, 但餐廳食物品質無倫從食材準備或是烹煮方式老闆均十分用心準備. 乾麵相較於一般訪間的肉燥乾麵, 龍昇乾麵搭配了幾片蒜泥白肉, 整體口感瞬間提升. 此外, 蔬果麵疙瘩更是清爽健康無負擔, 裡面的蔬菜覆蓋在麵疙瘩上面減少了澱粉的負擔, 值得推薦.
重點是, 店面很乾淨, 價格親民, 值得推薦 "," 陳文雅 
4
  點了經典湯麵，有肉有魯蛋，肉片不柴，魯蛋夠入味，湯頭濃郁。推～～～。小菜也可嚐試。不錯吃。 "," Shooting 
5
   ","https://lh5.googleusercontent.com/p/AF1QipO35vxI-ujbCKrKNlj90clgHgE8N-iY8_cPjsIn=w203-h203-k-no;
https://lh5.googleusercontent.com/p/AF1QipOj6SNvESyBcf2xxUoZmd-u8kXsLTDfKKFpOVK4=w203-h114-k-no;
https://lh5.googleusercontent.com/p/AF1QipOgMUjRSQUf2HuNZngF5-6ggg5TvRPbbbWzm0s8=w203-h270-k-no;
https://lh5.googleusercontent.com/p/AF1QipNQKQb9d9zz66cg_KJY5ZTyi2kT-YhvV17GoQNy=w203-h152-k-no;
//:0
","https://lh5.googleusercontent.com/p/AF1QipNo39e6hZ-b4T9oVo5OzMF1tQ4vcHtbbQEjhAZn=s508-k-no;
https://lh5.googleusercontent.com/p/AF1QipNo39e6hZ-b4T9oVo5OzMF1tQ4vcHtbbQEjhAZn=w203-h270-k-no;
","麵 9
羹 5
肉 5
餐具 3
調味料 3
飯 3
價格 3
",
,,,,,,,,,,,,,,,,,,,,,,,
 七堵豬肉餡餅  ,4.1,餐廳,"星期一06:00–12:00
星期二06:00–12:00
星期三06:00–12:00
星期四06:00–12:00
星期五06:00–12:00
星期六06:00–12:00
星期日06:00–12:00
"," ·  外帶 
",206基隆市七堵區南興路84號,02 2456 5830,121.712789,25.0966805,21 則評論," John Chang 
5
   "," 陳冠霖- 
5
  肉質咬起來QQ的，還有肉汁。 "," 許志彰 
4
  好吃便宜又有湯汁 也可以買生的回去 "," Lin Jackie 
5
   "," 周世榮 
5
  (由 Google 提供翻譯) 多汁，很合口味

(原始評論)
多汁，很合口味 "," zi-feng Xiao 
3
  一個15真的很便宜，不過為何覺得吃起來有一點油膩感，尤其是吃到最後，可能再吃不下第二顆了。 "," 田士朋 
3
   "," 邱文賢 
1
   "," 歐小光 
4
  從小吃到大的好味道,但隨著物價,說實話覺得是變小了點
吃的時候要小心爆汁出來 "," 新襪子 
5
   ","https://lh5.googleusercontent.com/p/AF1QipOZHcfB2HjnwGAUzI45KRqVOnRojRbUguIZCQHW=w203-h270-k-no;
https://lh5.googleusercontent.com/p/AF1QipNo5cbQh_zJqm7hnGk7_pf_tTKf0mb62psuAos2=w203-h114-k-no;
https://lh5.googleusercontent.com/p/AF1QipNgOGL78yHvn3MqCmFTZQmCEiX4ss1EYevfkpa8=w203-h270-k-no;
https://lh5.googleusercontent.com/p/AF1QipOqCsdRpa66CLSem-2wDsw2OPqXFLQej2fVy4b0=w203-h360-k-no;
//:0
",,"肉汁 3
湯 3
",
,,,,,,,,,,,,,,,,,,,,,,,
 木子義廚坊  ,4.1,意大利餐廳,"星期一休息
星期二11:00–14:0017:00–20:00
星期三11:00–14:0017:00–20:00
星期四11:00–14:0017:00–20:00
星期五11:00–14:0017:00–20:00
星期六11:00–14:0017:00–20:00
星期日11:00–14:0017:00–20:00
"," ·  內用 
 ·  外帶 
 ·  外送 
",206基隆市七堵區自治街1-4號,02 2456 9118,121.7128774,25.0964342,135 則評論," GT Lin 
4
  第一次訂購義大利麵跟燉飯，感覺份量較小，但味道不錯，因故放了近一小時才吃，麵一樣好吃，會再回購別的品項吃吃看。 "," Xing Ning 
3
  透過uber eats點餐，點的是清炒蒜香海鮮口味，很少見到海鮮義大利麵裡面放的是魚肉和魷魚，料吃起來是還可以，但麵很軟，帶點粉粉的感覺，不是很喜歡。 "," 灰灰 
5
  親切好吃 "," 樂悠食記 
3
  平價 濃湯料豐富 麵包蓬鬆好吃 麵還行  唯一美中不足的是飲料 喝起來有分開的感覺 "," 志美潘 
3
   "," Yu Yu陳昱羽 Chen 
5
   "," 溫金舜 
5
  (由 Google 提供翻譯) 好吃

(原始評論)
好吃 "," 潘翔凱 
5
  餐廳人員服務好 動作也很迅速 特色的麵跟飯都很棒！值得推薦 "," 黃彥瑋 
5
  老闆與老闆娘服務親切！
食材新鮮,好吃！ "," 卓金龍 
3
   ","https://lh5.googleusercontent.com/p/AF1QipOQxbNjBLI_23qAh4yiuSh1bqHLJPHnoMuwrUBY=w203-h114-k-no;
https://lh5.googleusercontent.com/p/AF1QipN_Sn_6OPIRwDhVpErIBbWlyypEOf_34bngkQNs=w203-h203-k-no;
https://lh5.googleusercontent.com/p/AF1QipMwx-9r66xYK7C3MikvGcZBzg_5t3K7iaoFLvIK=w203-h360-k-no;
https://lh5.googleusercontent.com/p/AF1QipO0swHNwixe8p_StIZuYHESx0pFTxTuNg2m5E5z=w203-h149-k-no;
//:0
","https://lh5.googleusercontent.com/p/AF1QipN2i_se1PKvuQ_ugEimEBg7pNWEKPUrGkREX03k=s508-k-no;
https://lh5.googleusercontent.com/p/AF1QipOepKbL66PUdMtZKjPecrwwLjGlt5K03OCrAqTN=s846-k-no;
https://lh5.googleusercontent.com/p/AF1QipN2i_se1PKvuQ_ugEimEBg7pNWEKPUrGkREX03k=w203-h270-k-no;
https://lh5.googleusercontent.com/p/AF1QipOepKbL66PUdMtZKjPecrwwLjGlt5K03OCrAqTN=w203-h270-k-no;
https://lh5.googleusercontent.com/p/AF1QipP1nQwWJ6cEyTMpf7b6AUBjZmelxIHxpF8o-jon=w203-h270-k-no;
","麵 8
價格 8
燉飯 7
醬 7
濃湯 6
態度 6
套餐 5
蒜 5
飲料 5
餐具 3
",
,,,,,,,,,,,,,,,,,,,,,,,
 舞奇雞炸雞（七堵東新店）  ,4.8,炸魚薯條餐廳,"星期一14:00–23:00
星期二14:00–23:00
星期三14:00–23:00
星期四14:00–23:00
星期五14:00–23:00
星期六14:00–23:00
星期日休息
"," ·  免下車服務 
 ·  外送 
 ·  內用 
",206基隆市七堵區東新街19號,0973 295 581,121.7150321,25.0929932,63 則評論," 葉宏甫 
3
  太貴了！CP值很低 失望 "," 姚乃文 
5
   "," 李韻姿 
4
   "," 沈志威 
5
  好吃的雞排，酥脆的雞皮，料好實在的花枝丸。 "," TOMMY WU 
5
   "," 小鴨子 
5
   "," uang H 
5
  不錯吃喔 "," 尼尼米米 
1
  隔壁雞塊麵完勝 "," 許忠達 
5
  (由 Google 提供翻譯) 非常美味好吃 大推

(原始評論)
非常美味好吃 大推 "," 冷月霜雪 
1
  外賣員長太帥 ","https://lh5.googleusercontent.com/p/AF1QipMaEq26SQzRgvvpg8zLQPTcQH-UX_u2G8Y0iikZ=w203-h114-k-no;
https://lh5.googleusercontent.com/p/AF1QipNiif2H47FkgGQy7s0H2go0BJgrOgGh8zdtYHux=w203-h202-k-no;
https://lh5.googleusercontent.com/p/AF1QipPQPZF06mrM1HQ9zFBTF7RdrH_yi_BB9wjuW7xG=w203-h203-k-no;
https://lh5.googleusercontent.com/p/AF1QipOAeTQdgq0B4im5POvpZeKEL0hh2d8XZqi1Jm5j=w203-h270-k-no;
//:0
","https://lh5.googleusercontent.com/p/AF1QipNk9FmUQHTB-r_qpKhqxdQN8pZ9lSP3umk0cpET=s635-k-no;
https://lh5.googleusercontent.com/p/AF1QipNZdMwj9mk-X5SW7ycFKGYyppdY4Wkw6SIQhRsB=s594-k-no;
https://lh5.googleusercontent.com/p/AF1QipNk9FmUQHTB-r_qpKhqxdQN8pZ9lSP3umk0cpET=w203-h203-k-no;
https://lh5.googleusercontent.com/p/AF1QipNZdMwj9mk-X5SW7ycFKGYyppdY4Wkw6SIQhRsB=w203-h144-k-no;
https://lh5.googleusercontent.com/p/AF1QipNiif2H47FkgGQy7s0H2go0BJgrOgGh8zdtYHux=w203-h202-k-no;
https://lh5.googleusercontent.com/p/AF1QipMklDJDiyqobe1S7UGsAksoLFLrdyYH_-AFZhdH=w203-h152-k-no;
","雞排 7
甜不辣 4
魷魚 3
",
,,,,,,,,,,,,,,,,,,,,,,,
